Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Loan_Status,Credit_History,Education_Not Graduate,Gender_Male,Married_Yes,Property_Area_Semiurban,Property_Area_Urban,Self_Employed_Yes
0.0,-0.1798834851686682,1.1791547423915352,1.2324645723814445,0.1097393512473466,0,1.0,False,True,False,False,True,False
0.0,0.3290334514682854,1.0170360290719866,0.6098689523157346,3.761590799673231,0,1.0,False,False,False,False,False,False
2.0,0.9055908018855834,-1.0147543185608885,0.04953289425659571,0.1097393512473466,0,0.0,False,True,True,False,False,True
1.0,1.9024682908405457,-1.0147543185608885,0.7094842515262482,0.1097393512473466,0,1.0,False,True,True,False,False,True
2.0,-0.06817610906130503,0.9154559774711946,-0.2617649157762592,0.1097393512473466,1,1.0,False,True,True,True,False,False
0.0,0.06660105188841499,1.0076907885779443,-0.41118786459202955,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,-0.5335674802140103,-1.0147543185608885,-0.9590720102498542,0.1097393512473466,0,0.0,False,True,False,True,False,False
2.0,0.0751597783949785,-1.0147543185608885,0.23631158027630866,0.1097393512473466,1,1.0,False,True,False,False,False,False
2.0,-0.3649240534702057,0.9143973088810778,0.5849651275131061,0.1097393512473466,0,0.0,False,True,True,False,False,False
0.0,-0.1798834851686682,-1.0147543185608885,-0.3364763901841444,3.761590799673231,0,1.0,False,True,False,False,True,False
0.0,-0.9287628299485287,-1.0147543185608885,-1.5816676303155641,3.761590799673231,0,0.0,False,True,False,True,False,False
2.0,-0.19439010975063212,-1.0147543185608885,-0.16214961656574564,0.1097393512473466,1,1.0,False,True,True,True,False,False
1.0,-0.04956135322291175,1.0050339415766052,0.7841957259341333,0.1097393512473466,0,0.0,True,True,False,False,True,True
0.0,0.3758477164277217,-1.0147543185608885,-0.06253431735523206,0.1097393512473466,0,0.0,False,True,False,False,False,False
2.0,-0.35332651505274715,0.9440094952834666,-0.36138021498677275,0.1097393512473466,0,0.0,True,True,True,False,False,False
1.0,0.3080833368323878,-1.0147543185608885,0.04953289425659571,0.1097393512473466,0,0.0,False,True,True,False,False,False
0.0,4.253285777487156,-1.0147543185608885,0.04953289425659571,0.1097393512473466,0,1.0,False,True,True,False,False,False
0.0,-0.4853091345992991,-1.0147543185608885,-0.16214961656574564,0.1097393512473466,1,1.0,False,False,False,True,False,False
0.0,-0.09415273819717387,0.9178596731888178,0.5600613027104777,0.1097393512473466,0,0.0,False,True,True,False,False,False
0.0,-0.09714646077202842,0.9952372299544787,0.18650393067105187,0.1097393512473466,1,1.0,False,True,True,True,False,False
0.0,-0.3298003671886971,1.0436658633687679,-0.3364763901841444,0.1097393512473466,1,1.0,False,False,True,True,False,False
1.0,2.0385379143094973,1.1247154380611146,0.8340033755393901,-2.2220171479164783,0,0.0,False,True,True,False,True,True
0.0,-1.0177796990081258,1.0727123122981277,0.03708098185528151,0.1097393512473466,1,1.0,False,True,True,True,False,False
0.0,-0.27377328924272587,0.8580814823278796,-1.780898228736591,0.1097393512473466,0,1.0,False,True,True,False,False,False
1.0,2.2283373158297075,-1.0147543185608885,1.7305410684340123,0.1097393512473466,0,1.0,False,True,False,True,False,False
0.0,0.06660105188841499,1.0076907885779443,-0.41118786459202955,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,0.3290334514682854,-1.0147543185608885,-0.5855146382104283,0.1097393512473466,0,0.0,False,False,False,True,False,False
0.0,-0.002213132545630381,-1.0147543185608885,-0.7100337622235703,0.1097393512473466,0,0.0,False,True,False,True,False,False
3.0,-0.44639795811107125,1.1346203348998136,1.332079871591958,-1.0129582224241247,0,0.0,False,True,True,True,False,False
2.0,0.3290334514682854,-1.0147543185608885,-1.3575332070919086,0.1097393512473466,0,0.0,False,True,True,True,False,False
0.0,-0.8378216435858464,1.121327852742962,0.04953289425659571,-2.2220171479164783,0,1.0,True,True,True,False,True,False
0.0,3.3784631933874496,-1.0147543185608885,1.6309257692234986,0.1097393512473466,0,0.0,False,True,False,False,True,True
2.0,-0.21294654332732982,0.4076851573234487,-0.46099551419728635,0.1097393512473466,1,1.0,True,True,True,True,False,False
1.0,-0.04956135322291175,1.0050339415766052,0.7841957259341333,0.1097393512473466,0,0.0,True,True,False,False,True,True
2.0,0.6283471206688442,1.1924472245483873,-0.16214961656574564,0.1097393512473466,1,1.0,False,True,True,False,False,False
1.0,0.43579352300261565,0.8680569945228311,0.8589072003420185,0.1097393512473466,1,0.0,True,True,True,True,False,False
0.0,1.9024682908405457,-1.0147543185608885,2.1788099148813234,0.1097393512473466,0,1.0,False,False,False,True,False,False
0.0,-0.031886750118346595,1.0960618952077927,0.6098689523157346,0.1097393512473466,1,1.0,False,True,False,False,False,False
0.0,-0.4070388178903083,-1.0147543185608885,1.0830416235656741,0.1097393512473466,0,1.0,False,True,True,False,False,False
1.0,0.2101768506109395,-1.0147543185608885,-0.5108031638025431,0.1097393512473466,0,1.0,False,True,False,False,False,True
0.0,1.9024682908405457,0.907641920553142,2.4527519877102355,0.1097393512473466,0,1.0,False,False,False,False,False,False
0.0,-1.1904096400208521,1.0543036341672536,-0.8345528862367122,0.1097393512473466,0,0.0,True,True,True,False,True,False
3.0,-1.1714950863481768,-1.0147543185608885,0.04953289425659571,0.1097393512473466,0,0.0,True,False,False,False,True,False
1.0,-0.8405644818856842,-1.0147543185608885,0.04953289425659571,0.1097393512473466,1,1.0,False,True,True,True,False,True
0.0,-1.3889911371195922,0.9276897910379297,-0.5855146382104283,0.1097393512473466,0,0.0,False,False,False,True,False,False
0.0,4.253285777487156,-1.0147543185608885,0.04953289425659571,0.1097393512473466,0,1.0,False,True,True,False,False,False
1.0,-0.12895847303974656,-1.0147543185608885,-1.6065714551181924,0.1097393512473466,0,1.0,True,False,False,True,False,True
0.0,-1.1904096400208521,1.0543036341672536,-0.8345528862367122,0.1097393512473466,0,0.0,True,True,True,False,True,False
0.0,0.23285055559178547,-1.0147543185608885,-0.8096490614340839,0.1097393512473466,1,1.0,False,True,False,True,False,False
0.0,-0.8378216435858464,0.936604803346466,-0.5606108134078,0.1097393512473466,0,0.0,False,False,False,False,True,False
1.0,-0.6524513881721338,0.9336670777873766,-0.2866687405788876,0.1097393512473466,1,1.0,False,True,True,True,False,False
0.0,1.7686493108368557,-1.0147543185608885,1.5064066452103566,0.1097393512473466,1,1.0,False,True,False,False,False,False
0.0,-0.002213132545630381,-1.0147543185608885,-0.7100337622235703,0.1097393512473466,0,0.0,False,True,False,True,False,False
3.0,-0.44639795811107125,1.1346203348998136,1.332079871591958,-1.0129582224241247,0,0.0,False,True,True,True,False,False
1.0,-0.12895847303974656,-1.0147543185608885,-1.6065714551181924,0.1097393512473466,0,1.0,True,False,False,True,False,True
0.0,3.4709716657630665,-1.0147543185608885,-0.41118786459202955,0.1097393512473466,1,1.0,False,True,True,True,False,False
3.0,0.21605411218699544,0.9540850049954285,0.5351574779078494,0.1097393512473466,1,1.0,True,True,False,True,False,False
1.0,-0.9624931762974815,-1.0147543185608885,-1.506956155907679,-1.0129582224241247,0,0.0,False,True,True,False,False,True
0.0,0.6915920030153739,-1.0147543185608885,0.7343880763288765,0.1097393512473466,1,1.0,False,False,False,False,True,False
2.0,0.7773982733856214,0.8433576867567303,-0.46099551419728635,0.1097393512473466,1,1.0,False,True,True,False,False,True
3.0,-0.07539551527286281,-1.0147543185608885,0.04953289425659571,-2.2220171479164783,0,1.0,True,True,True,False,True,False
0.0,-0.519838582644295,0.9782755208155891,0.6596766019209913,0.1097393512473466,1,1.0,False,True,True,False,False,False
2.0,-0.45021871959871596,0.574694848642348,-0.46099551419728635,-2.52127156931181,1,1.0,False,True,True,False,True,False
0.0,-0.19483070760928864,-1.0147543185608885,-2.1046479511707603,-2.2220171479164783,1,1.0,False,True,True,False,False,False
1.0,1.35929140875992,0.9855166806865031,1.332079871591958,0.1097393512473466,1,1.0,False,True,True,False,True,False
0.0,-0.49111698663528475,0.9276897910379297,-0.08743814215786046,0.1097393512473466,0,0.0,True,True,True,True,False,False
0.0,-0.27377328924272587,0.8580814823278796,-1.780898228736591,0.1097393512473466,0,1.0,False,True,True,False,False,False
2.0,-0.8881974220654469,0.8342282915040917,-0.037630492552603666,0.1097393512473466,0,0.0,True,True,True,False,False,False
1.0,-0.48385893682552783,0.8393398297376685,-0.13724579176311724,0.1097393512473466,0,0.0,False,True,True,True,False,False
0.0,-0.5271853828308873,0.907641920553142,-0.6602261126183135,3.761590799673231,0,0.0,True,True,True,False,True,False
0.0,0.167183481006921,-1.0147543185608885,0.16160010586842347,0.1097393512473466,0,0.0,False,False,False,True,False,True
2.0,-0.5532923041157134,0.897652164273653,0.04953289425659571,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,-0.07199623674241495,0.9883802080169287,0.4355421786973358,0.1097393512473466,1,1.0,False,False,False,True,False,False
2.0,-0.1580248341234702,1.1073165169029278,2.22861756448658,0.1097393512473466,0,0.0,False,True,True,False,True,False
0.0,-0.9196925237360072,0.9592346346850421,-0.41118786459202955,0.1097393512473466,1,1.0,True,True,True,False,False,False
1.0,0.19996729840697064,-1.0147543185608885,0.21140775547368026,0.1097393512473466,1,1.0,False,False,True,False,True,False
2.0,-0.3681791358549925,0.9549936090348153,-0.6851299374209419,0.1097393512473466,1,1.0,True,True,True,True,False,False
2.0,-0.54834861185176,-1.0147543185608885,-1.1333987838682529,0.1097393512473466,1,1.0,False,True,True,True,False,False
1.0,1.5191995984782805,-1.0147543185608885,0.5849651275131061,0.1097393512473466,1,1.0,False,False,False,True,False,True
1.0,-1.3040346863138388,0.9281213424892276,-0.759841411828827,0.1097393512473466,1,1.0,False,True,True,False,True,False
0.0,-0.7303592889977552,0.9154559774711946,-0.6851299374209419,-1.0129582224241247,0,1.0,False,False,False,True,False,True
0.0,-0.3681791358549925,-1.0147543185608885,-1.4073408566971652,0.1097393512473466,1,1.0,False,True,False,False,True,False
1.0,-0.2231533460949655,-1.0147543185608885,-0.7847452366314555,0.1097393512473466,1,1.0,False,False,False,True,False,False
0.0,-0.5222854811944949,1.071557982609492,0.04953289425659571,0.1097393512473466,0,0.0,True,True,True,False,True,False
1.0,2.0385379143094973,1.1247154380611146,0.8340033755393901,-2.2220171479164783,0,0.0,False,True,True,False,True,True
1.0,-0.050827321403998975,1.2076451859128272,0.28611922988156546,0.1097393512473466,0,1.0,True,True,True,False,False,False
0.0,0.7030195189975778,-1.0147543185608885,0.8340033755393901,0.1097393512473466,0,1.0,True,True,True,False,True,False
2.0,-0.2517252631444819,-1.0147543185608885,-0.41118786459202955,0.1097393512473466,0,0.0,False,True,False,False,False,False
1.0,-1.0587298922765558,1.0535074842734165,-0.3364763901841444,0.1097393512473466,0,1.0,False,True,True,False,True,False
3.0,-0.6958102092734099,0.9655310228023303,-0.7847452366314555,0.1097393512473466,1,1.0,False,True,True,False,False,False
0.0,-0.5296383960913246,-1.0147543185608885,-1.6563791047234493,0.1097393512473466,1,1.0,False,False,False,False,True,False
0.0,-0.4848256570517518,0.9808681867818038,0.23631158027630866,0.1097393512473466,0,0.0,False,True,True,True,False,False
3.0,-0.3233729829593152,0.8331937728183904,0.03708098185528151,0.1097393512473466,0,0.0,False,True,True,True,False,False
0.0,-0.002213132545630381,-1.0147543185608885,-0.7100337622235703,0.1097393512473466,0,0.0,False,True,False,True,False,False
2.0,-0.1798834851686682,0.9655310228023303,-0.16214961656574564,0.1097393512473466,1,1.0,False,False,False,True,False,False
0.0,-0.4771006396149487,0.8433576867567303,-1.1583026086708814,0.1097393512473466,1,1.0,False,True,True,False,True,False
0.0,0.8615049046268806,-1.0147543185608885,-0.5357069886051715,0.1097393512473466,0,0.0,False,True,False,False,False,False
0.0,-0.44639795811107125,-1.0147543185608885,-1.3077255574866518,0.1097393512473466,0,1.0,False,True,False,False,True,False
0.0,-0.559235819749919,-1.0147543185608885,-0.7100337622235703,0.1097393512473466,1,1.0,False,True,False,True,False,False
2.0,-0.5532923041157134,0.897652164273653,0.04953289425659571,0.1097393512473466,0,1.0,False,True,True,False,True,False
3.0,0.5872960958112067,-1.0147543185608885,0.03708098185528151,0.1097393512473466,1,1.0,False,True,True,False,True,False
3.0,0.42284036028710115,-1.0147543185608885,-0.8096490614340839,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,-0.42689185771435756,1.0657079241080214,1.1328492731709308,0.1097393512473466,1,1.0,False,True,True,False,True,False
0.0,1.23211398088466,-1.0147543185608885,-0.5606108134078,0.1097393512473466,0,0.0,True,True,True,False,True,False
0.0,0.3728446531085351,0.8718349707143949,0.9585224995525321,0.1097393512473466,0,0.0,False,True,True,False,True,False
2.0,-0.8926731546999334,0.7716606212723434,-1.208110258276138,-2.2220171479164783,1,1.0,False,True,True,False,True,False
1.0,1.1045551460601928,0.9077974240601284,-0.41118786459202955,0.1097393512473466,0,0.0,False,True,True,False,True,False
0.0,-1.0313533441138139,0.9807508993452615,0.18650393067105187,0.1097393512473466,1,1.0,False,True,False,True,False,False
0.0,-0.6498915304071724,-1.0147543185608885,-1.5318599807103073,-1.0129582224241247,0,1.0,True,True,False,False,False,False
0.0,-0.4848256570517518,0.9808681867818038,0.23631158027630866,0.1097393512473466,0,0.0,False,True,True,True,False,False
1.0,-0.3681791358549925,1.0808113022703016,0.7841957259341333,0.1097393512473466,1,1.0,False,True,True,False,True,False
0.0,-0.7067562343894234,1.0955350978414515,-0.16214961656574564,0.1097393512473466,0,0.0,False,False,True,False,True,False
1.0,1.1675285566750055,-1.0147543185608885,0.04953289425659571,0.1097393512473466,1,1.0,False,False,False,True,False,True
1.0,-0.4969361858584676,0.9533036579112023,-0.3862840397894012,-2.2220171479164783,0,0.0,False,True,False,False,True,False
0.0,-1.177782592497084,0.9157576615409075,-0.6602261126183135,0.1097393512473466,1,1.0,False,True,True,False,True,False
2.0,0.822348186617746,0.775366883169817,1.5064066452103566,0.1097393512473466,0,1.0,True,True,True,False,False,True
0.0,0.06660105188841499,1.0076907885779443,-0.41118786459202955,0.1097393512473466,0,1.0,False,False,True,False,True,False
1.0,-0.6335631550620198,0.9440094952834666,0.4853498283025926,0.1097393512473466,0,0.0,False,True,True,False,False,False
0.0,-0.258907970793591,1.1419027245920903,0.634772777118363,0.1097393512473466,0,0.0,True,True,True,False,False,False
3.0,0.42284036028710115,-1.0147543185608885,-0.8096490614340839,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,0.7794363311933904,-1.0147543185608885,0.8340033755393901,0.1097393512473466,1,1.0,False,True,True,False,True,False
0.0,1.130663582298703,-1.0147543185608885,-0.16214961656574564,0.1097393512473466,0,1.0,True,True,False,False,False,False
1.0,-0.37656507767873637,-1.0147543185608885,-0.759841411828827,0.1097393512473466,1,1.0,False,True,True,True,False,False
0.0,-0.8378216435858464,0.936604803346466,-0.5606108134078,0.1097393512473466,0,0.0,False,False,False,False,True,False
3.0,0.8300738212535733,-1.0147543185608885,0.5849651275131061,0.1097393512473466,0,1.0,False,True,True,True,False,False
0.0,0.2066459835308754,0.9437389873396803,1.4565989956051,0.1097393512473466,0,1.0,False,True,False,True,False,False
2.0,-0.5821326298779873,-1.0147543185608885,-2.029936476762875,-2.2220171479164783,0,0.0,True,True,True,False,True,False
1.0,-0.002213132545630381,1.0901304644003786,1.8550601924471541,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,-0.520817098410019,1.0629035559118825,-0.7847452366314555,-1.0129582224241247,1,1.0,False,True,True,False,True,False
0.0,-0.3371620980921823,-1.0147543185608885,-0.7847452366314555,0.1097393512473466,0,1.0,True,False,False,False,False,False
0.0,-0.3681791358549925,1.0128204986833889,0.03708098185528151,0.1097393512473466,1,1.0,False,True,True,True,False,False
2.0,-0.1580248341234702,1.1073165169029278,2.22861756448658,0.1097393512473466,0,0.0,False,True,True,False,True,False
0.0,0.1838096508262902,1.0474117456349141,-0.3862840397894012,-2.555026520537801,1,1.0,False,True,True,False,True,False
0.0,-0.9287628299485287,-1.0147543185608885,-1.5816676303155641,3.761590799673231,0,0.0,False,True,False,True,False,False
2.0,-0.3247491737203355,-1.0147543185608885,0.28611922988156546,0.1097393512473466,0,1.0,False,False,False,False,True,False
0.0,-0.9792399609726634,1.0797726372060434,1.282272221986701,0.1097393512473466,0,0.0,True,False,True,True,False,False
0.0,-0.794858073334175,-1.0147543185608885,-1.6812829295260776,0.1097393512473466,1,1.0,False,True,False,False,True,False
0.0,0.7247492306604422,-1.0147543185608885,2.278425214091837,0.1097393512473466,0,0.0,True,True,True,False,False,False
0.0,-0.5666823269401231,-0.2943110544563813,-0.9839758350524827,0.1097393512473466,1,1.0,False,True,True,False,False,False
0.0,1.130663582298703,-1.0147543185608885,-0.16214961656574564,0.1097393512473466,0,1.0,True,True,False,False,False,False
0.0,0.07108677457293693,0.6959319341780923,-0.9839758350524827,0.1097393512473466,0,1.0,True,True,True,True,False,True
0.0,-0.11387466374521389,0.907641920553142,-0.436091689394658,0.1097393512473466,1,1.0,True,True,False,False,False,False
0.0,-1.1677308263463555,1.687965809470847,-0.9092643606445975,0.1097393512473466,0,1.0,False,True,False,False,True,False
0.0,0.7658307547688851,-1.0147543185608885,0.16160010586842347,0.1097393512473466,0,1.0,True,True,False,False,False,False
1.0,0.0461392707570378,1.0600685077931582,1.1328492731709308,-2.52127156931181,0,1.0,False,True,True,False,False,False
0.0,2.013068256572388,-1.0147543185608885,1.5064066452103566,0.1097393512473466,0,0.0,False,True,False,False,True,True
0.0,1.8925208021354147,-1.0147543185608885,1.332079871591958,0.1097393512473466,1,1.0,False,True,True,False,False,True
0.0,-0.3343994232827991,1.1603189615797624,-0.08743814215786046,0.1097393512473466,1,1.0,True,True,True,True,False,False
0.0,-0.9891096077721669,0.8957049046172123,-0.759841411828827,0.1097393512473466,1,1.0,False,True,True,True,False,False
1.0,-0.4969361858584676,0.9533036579112023,-0.3862840397894012,-2.2220171479164783,0,0.0,False,True,False,False,True,False
2.0,-0.0017970075942724487,0.8711195897587412,0.7841957259341333,0.1097393512473466,1,1.0,False,True,True,False,False,False
3.0,-1.0248521981023102,0.702193498603744,-0.8096490614340839,3.761590799673231,1,1.0,True,True,True,True,False,False
3.0,0.3027320029107042,-1.0147543185608885,0.03708098185528151,0.1097393512473466,0,1.0,True,True,True,True,False,False
1.0,0.8280597772215249,1.2887366519089727,1.332079871591958,0.1097393512473466,0,0.0,False,True,True,False,True,False
0.0,1.650238766335675,-1.0147543185608885,2.5274634621181207,0.1097393512473466,1,1.0,False,True,True,True,False,False
2.0,0.822348186617746,0.775366883169817,1.5064066452103566,0.1097393512473466,0,1.0,True,True,True,False,False,True
0.0,-0.3288813641220197,-1.0147543185608885,0.012177157052653119,0.1097393512473466,0,1.0,False,True,False,True,False,False
0.0,-0.9792399609726634,1.0797726372060434,1.282272221986701,0.1097393512473466,0,0.0,True,False,True,True,False,False
0.0,-0.41317002616080856,-1.0147543185608885,-2.403493848802301,0.1097393512473466,1,1.0,False,False,False,False,True,False
0.0,3.588684561043952,-1.0147543185608885,2.4527519877102355,0.1097393512473466,1,1.0,True,False,False,True,False,True
0.0,-0.3288813641220197,-1.0147543185608885,0.21140775547368026,0.1097393512473466,0,1.0,False,False,False,False,False,False
0.0,0.05310961176715043,-1.0147543185608885,0.23631158027630866,0.1097393512473466,0,0.0,False,False,False,True,False,False
2.0,-0.6647712266030719,-1.0147543185608885,-0.5108031638025431,0.1097393512473466,0,0.0,False,True,True,True,False,True
3.0,-0.3233729829593152,0.8331937728183904,0.03708098185528151,0.1097393512473466,0,0.0,False,True,True,True,False,False
1.0,-0.6890556927846069,0.8437560674448958,-0.8096490614340839,0.1097393512473466,1,1.0,True,True,False,True,False,False
0.0,0.15287174213658383,-1.0147543185608885,-0.2866687405788876,0.1097393512473466,1,1.0,False,False,False,True,False,False
1.0,-1.0587298922765558,1.0535074842734165,-0.3364763901841444,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,-0.8083791194108685,0.9949042079511208,1.3569836963945863,0.1097393512473466,0,0.0,True,True,True,False,True,False
0.0,-0.25396813580432165,-1.0147543185608885,-0.759841411828827,0.1097393512473466,0,1.0,False,True,False,False,True,False
1.0,-1.140312124888694,-1.0147543185608885,-1.6314752799208208,0.1097393512473466,0,1.0,False,True,True,False,False,False
3.0,0.42284036028710115,-1.0147543185608885,-0.8096490614340839,0.1097393512473466,0,1.0,False,True,True,False,True,False
0.0,-0.09415273819717387,0.9178596731888178,0.5600613027104777,0.1097393512473466,0,0.0,False,True,True,False,False,False
0.0,-0.8378216435858464,1.121327852742962,0.04953289425659571,-2.2220171479164783,0,1.0,True,True,True,False,True,False
2.0,-1.0924833793289492,0.8727264287197819,-1.6563791047234493,-1.0129582224241247,1,1.0,True,True,True,False,True,False
0.0,0.20546827398254217,0.9660281866701466,0.04953289425659571,0.1097393512473466,0,1.0,False,True,False,True,False,False
0.0,0.5144391193574828,-1.0147543185608885,-0.5357069886051715,0.1097393512473466,0,0.0,False,False,True,False,False,True
0.0,0.3728446531085351,0.8718349707143949,0.9585224995525321,0.1097393512473466,0,0.0,False,True,True,False,True,False
0.0,-1.177782592497084,0.9231878318199827,-0.7847452366314555,0.1097393512473466,1,1.0,True,True,True,False,False,False
0.0,-0.9792399609726634,1.0797726372060434,1.282272221986701,0.1097393512473466,0,0.0,True,False,True,True,False,False
1.0,0.8973379460840097,-1.0147543185608885,0.26121540507893704,-2.2220171479164783,1,1.0,True,True,True,False,True,False
0.0,-0.8083791194108685,0.9949042079511208,1.3569836963945863,0.1097393512473466,0,0.0,True,True,True,False,True,False
2.0,0.6915920030153739,-1.0147543185608885,1.9546754916576679,-1.7655357168632428,0,1.0,False,True,True,True,False,True
0.0,-0.5766408192411367,-1.0147543185608885,-1.382437031894537,0.1097393512473466,1,1.0,False,False,False,False,False,False
0.0,-0.3288813641220197,-1.0147543185608885,0.012177157052653119,0.1097393512473466,0,1.0,False,True,False,True,False,False
0.0,-0.7303592889977552,0.9431971228733249,-0.2617649157762592,0.1097393512473466,0,0.0,True,True,True,True,False,False
2.0,-0.6647712266030719,-1.0147543185608885,-0.5108031638025431,0.1097393512473466,0,0.0,False,True,True,True,False,True
2.0,0.3449542401899384,0.9655310228023303,1.4565989956051,0.1097393512473466,0,1.0,False,True,True,False,False,False
1.0,0.0461392707570378,1.0600685077931582,1.1328492731709308,-2.52127156931181,0,1.0,False,True,True,False,False,False
0.0,-0.6452896332983402,0.873259835261346,-0.41118786459202955,0.1097393512473466,1,1.0,False,False,False,False,True,False
0.0,-0.8378216435858464,1.121327852742962,0.04953289425659571,-2.2220171479164783,0,1.0,True,True,True,False,True,False
2.0,-0.8881974220654469,0.8342282915040917,-0.037630492552603666,0.1097393512473466,0,0.0,True,True,True,False,False,False
2.0,0.3986694122964632,-1.0147543185608885,0.7094842515262482,0.1097393512473466,1,1.0,False,True,True,True,False,False
0.0,-0.002213132545630381,-1.0147543185608885,-0.7100337622235703,0.1097393512473466,0,0.0,False,True,False,True,False,False
0.0,-0.1746241839817026,0.907641920553142,0.21140775547368026,0.1097393512473466,1,1.0,False,False,False,False,False,False
0.0,2.164671500910291,-1.0147543185608885,-1.0835911342629962,0.1097393512473466,0,1.0,False,True,False,False,True,True
